snt_id,sdr,sdr_i,si-snr,si-snr_i
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_09630.wav,9.061935424804688,9.021916389465332,5.871716499328613,5.997885227203369
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_18491.wav,15.1915922164917,15.200000762939453,14.867109298706055,14.91283893585205
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_10608.wav,13.928691864013672,14.232505798339844,13.570329666137695,13.922104835510254
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_15116.wav,10.326459884643555,10.403993606567383,9.910103797912598,10.0493803024292
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_23837.wav,12.112454414367676,12.15831184387207,10.605764389038086,10.688619613647461
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_18847.wav,15.583833694458008,15.762216567993164,15.302642822265625,15.537866592407227
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_23230.wav,9.833950996398926,9.973281860351562,7.375561714172363,7.643855094909668
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_24256.wav,16.740962982177734,16.82941246032715,16.39197540283203,16.491880416870117
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_19185.wav,17.840909957885742,17.76997947692871,17.335906982421875,17.371675491333008
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_14382.wav,13.526775360107422,13.639861106872559,13.206070899963379,13.373952865600586
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_16995.wav,13.902854919433594,14.003767967224121,13.342855453491211,13.497663497924805
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_22149.wav,13.41259765625,13.581175804138184,11.968704223632812,12.211771011352539
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_13697.wav,15.514944076538086,15.556721687316895,15.0747709274292,15.1474609375
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_00600.wav,10.063791275024414,10.193390846252441,8.688472747802734,8.858798027038574
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_06488.wav,13.213193893432617,13.196956634521484,12.846835136413574,12.914884567260742
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_16709.wav,18.179222106933594,18.192298889160156,17.92844009399414,18.02681541442871
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_24686.wav,13.75320816040039,13.993066787719727,13.283330917358398,13.572577476501465
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_01053.wav,14.257111549377441,14.320241928100586,13.672075271606445,13.752727508544922
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_11975.wav,12.78331184387207,13.129651069641113,12.475034713745117,12.8544340133667
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_06972.wav,15.716024398803711,15.730682373046875,15.175149917602539,15.259014129638672
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_17645.wav,16.27429962158203,16.24193000793457,16.07989501953125,16.092975616455078
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_02865.wav,12.494731903076172,12.65420150756836,11.842482566833496,12.062880516052246
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_16437.wav,16.689720153808594,16.63140869140625,16.199371337890625,16.181079864501953
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_18703.wav,10.778903007507324,10.946686744689941,10.358162879943848,10.574520111083984
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_11279.wav,19.785625457763672,19.847089767456055,19.407047271728516,19.512012481689453
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_01526.wav,13.117605209350586,13.269678115844727,12.924948692321777,13.124011039733887
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_22485.wav,14.942060470581055,14.898526191711426,14.328108787536621,14.340875625610352
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_03499.wav,17.672775268554688,17.72852325439453,16.989974975585938,17.06483268737793
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_12638.wav,13.078001022338867,13.336419105529785,12.645109176635742,12.957338333129883
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_22556.wav,12.126063346862793,12.003321647644043,11.797504425048828,11.784398078918457
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_15807.wav,17.560470581054688,17.609521865844727,17.015399932861328,17.08816146850586
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_25495.wav,11.299222946166992,11.270384788513184,10.715070724487305,10.777580261230469
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_03515.wav,14.58476448059082,14.572443962097168,14.084234237670898,14.125995635986328
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_04295.wav,13.412904739379883,13.491708755493164,13.121471405029297,13.281169891357422
/home/kaloori.shiva/Thesis/TIGER/DataPreProcess/EchoSet/test/mix_17484.wav,14.109302520751953,11.835530281066895,13.431880950927734,14.487439155578613
